rownum,id,author,author-aux,author-orcid,booktitle,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,key,mdate,month,note,note-type,number,pages,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,chair,conference_keywords,conference_type,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,proceedings_keywords
592,226931,Janardhan Rao Doppa|Jed Irvine|John Walker Orr|Mohammad NasrEsfahani|Prasad Tadepalli|Shahed Sorower|Thomas G. Dietterich|Xiaoli Z. Fern,,0000-0003-2736-3912,ACML,,,,conf/acml/2011,,,http://proceedings.mlr.press/v20/doppa11/doppa11.pdf,oa,,journals/jmlr/DoppaSNODFTI11,2021-10-14,,,,,197-212,,,,Learning Rules from Incomplete Examples via Implicit Mention Models.,,,db/journals/jmlr/jmlrp20.html#DoppaSNODFTI11,,2011,Maria Bårdsen Hesjedal|Steven Umbrello,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Arnaud Doucet,Natural language processing,reject,Est aliquam aliquam dolorem numquam etincidunt.,accept,Adipisci modi porro etincidunt.,Short Paper,Distributed computing|Data mining|Algorithm analysis
593,226933,David B. Dunson|Geoffrey J. Gordon,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/gordon11a/gordon11a.pdf,oa,,journals/jmlr/GordonD11,2019-05-29,,,,,1-2,,,,Preface.,,,db/journals/jmlr/jmlrp15.html#GordonD11,,2011,Kathleen M. Vogel|Tanuj Kanchan,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Human-computer interaction,reject,Ipsum magnam modi magnam non magnam velit.,accept,Ipsum dolor consectetur neque quiquia.,Demo Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
594,226934,Chun-Nan Hsu|Wee Sun Lee,,,ACML,,,,conf/acml/2011,,,http://proceedings.mlr.press/v20/preface/preface.pdf,oa,,journals/jmlr/HsuL11,2019-05-29,,,,,,,,,Preface.,,,db/journals/jmlr/jmlrp20.html#HsuL11,,2011,Lisa A. Bero|Mohammed Benssaou,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Rong-Bing Chiu,Cryptography|High-performance computing|Data mining,accept,Neque etincidunt dolore eius.,accept,Sit labore tempora neque voluptatem est modi.,Demo Paper,Distributed computing|Data mining|Algorithm analysis
595,226935,Ricardo Bezerra de Andrade e Silva|Zoubin Ghahramani,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/silva09b.html,oa,,journals/jmlr/SilvaG09b,2019-05-29,,,,,520-527,,,,Factorial Mixture of Gaussians and the Marginal Independence Model.,,,db/journals/jmlr/jmlrp5.html#SilvaG09b,,2009,Thomas Ludwig 0001|Harald Sack,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Rainer Bäuerle,Data mining|Natural language processing,reject,Numquam ut dolore voluptatem labore.,reject,Est non sit sed aliquam velit.,Full Paper,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
596,226937,Gavin C. Cawley|Gideon Dror|Isabelle Guyon|Vincent Lemaire 0001,,,Active Learning and Experimental Design @ AISTATS,,,,conf/aistats/2010w,,,http://proceedings.mlr.press/v16/guyon11a/guyon11a.pdf,oa,,journals/jmlr/GuyonCDL11,2020-09-02,,,,,19-45,,,,Results of the Active Learning Challenge.,,,db/journals/jmlr/jmlrp16.html#GuyonCDL11,,2011,Thierry Hurlimann|Gudrun Klose,Shannon L. Spruit|Fahime Asadi|David J. Kriegman|Tim van Erven,Artificial intelligence|Natural language processing|Computer vision|Information theory|Computer graphics,Regular,David J. Kriegman,Cybersecurity|Computational complexity,reject,Sit non non dolorem magnam dolore tempora neque.,reject,Amet eius dolorem numquam aliquam aliquam dolor amet.,Short Paper,Data mining|Artificial intelligence|Human-computer interaction
597,226955,Raphaël Féraud|Tanguy Urvoy,,,ACML,,,,conf/acml/2012,,,http://proceedings.mlr.press/v25/feraud12.html,oa,,journals/jmlr/FeraudU12,2019-05-29,,,,,129-143,,,,A stochastic bandit algorithm for scratch games.,,,db/journals/jmlr/jmlrp25.html#FeraudU12,,2012,Donna Riley|Anderson Rocha 0001,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Yener Ülker,Computer networks,accept,Amet sed quisquam est modi.,reject,Adipisci est sed dolorem tempora dolor ipsum.,Full Paper,Machine learning|Distributed computing|Cloud computing
598,226959,Jeremy Lewi|Liam Paninski|Robert J. Butera,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/lewi07a.html,oa,,journals/jmlr/LewiBP07,2019-05-29,,,,,267-274,,,,Efficient active learning with generalized linear models.,,,db/journals/jmlr/jmlrp2.html#LewiBP07,,2007,Huda Fatima|Hannes Frey,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Data mining,accept,Numquam magnam voluptatem sit eius.,accept,Adipisci eius voluptatem velit eius quaerat.,Poster,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
599,226964,Cristian Sminchisescu|Fuxin Li|Jue Wang|Yu-Hong Dai|Yun-Shan Fu,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/li09a.html,oa,,journals/jmlr/LiFDSW09,2019-05-29,,,,,328-335,,,,Kernel Learning by Unconstrained Optimization.,,,db/journals/jmlr/jmlrp5.html#LiFDSW09,,2009,Markus Casper|Albert P. C. Chan,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Cryptography|Algorithm analysis,accept,Adipisci labore etincidunt tempora numquam.,accept,Ut est neque neque dolore.,Poster,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
600,226966,Masakazu Ishihata|Taisuke Sato,,,ACML,,,,conf/acml/2011,,,http://proceedings.mlr.press/v20/ishihata11/ishihata11.pdf,oa,,journals/jmlr/IshihataS11,2019-05-29,,,,,81-96,,,,Bayesian inference for statistical abduction using Markov chain Monte Carlo.,,,db/journals/jmlr/jmlrp20.html#IshihataS11,,2011,Barry D. Solomon|Owen Guy,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Rong-Bing Chiu,Deep learning,accept,Adipisci neque dolor dolor.,accept,Porro velit labore velit porro quisquam.,Poster,Distributed computing|Data mining|Algorithm analysis
601,226967,Alexander Ihler|Tianbing Xu,,,AISTATS,,,,conf/aistats/2011,,,http://proceedings.mlr.press/v15/xu11a/xu11a.pdf,oa,,journals/jmlr/XuI11,2022-12-05,,,,,798-806,,,,"Multicore Gibbs Sampling in Dense, Unstructured Graphs.",,,db/journals/jmlr/jmlrp15.html#XuI11,,2011,Yongmou Liu|Glenn Borchardt,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Cryptography|Data mining,accept,Dolor numquam adipisci quiquia ut.,accept,Tempora modi amet eius.,Demo Paper,Artificial intelligence|Computer vision|Computer graphics|Distributed computing|Cloud computing
602,226968,Hamed Valizadegan|Rong Jin 0001|Shijun Wang,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/wang10a.html,oa,,journals/jmlr/WangJV10,2021-12-15,,,,,900-907,,,,A Potential-based Framework for Online Multi-class Learning with Partial Feedback.,,,db/journals/jmlr/jmlrp9.html#WangJV10,,2010,Frank Ole Flemisch|Scott R. Glisson,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,High-performance computing,accept,Ipsum magnam dolorem magnam labore.,accept,Sit quisquam quisquam neque consectetur.,Full Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
603,226969,Alexander Lorbert|Peter J. Ramadge,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/lorbert10a.html,oa,,journals/jmlr/LorbertR10,2019-05-29,,,,,469-476,,,,Descent Methods for Tuning Parameter Refinement.,,,db/journals/jmlr/jmlrp9.html#LorbertR10,,2010,Noureddine Bettahar|Jochen Nelles,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Computer networks|Human-computer interaction,accept,Dolor ut neque quisquam ipsum eius.,accept,Est tempora adipisci non dolorem.,Short Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
604,226970,Duy Khuong Nguyen|Khoat Than|Pham Ngoc Khanh|Tu Bao Ho,,,ACML,,,,conf/acml/2012,,,http://proceedings.mlr.press/v25/than12.html,oa,,journals/jmlr/ThanHNK12,2019-05-29,,,,,395-410,,,,Supervised dimension reduction with topic models.,,,db/journals/jmlr/jmlrp25.html#ThanHNK12,,2012,Dena Plemmons|Horst Schmitt,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Yener Ülker,Cloud computing|Computer networks,accept,Non est adipisci labore porro magnam.,accept,Quaerat neque aliquam quaerat numquam quaerat.,Demo Paper,Machine learning|Distributed computing|Cloud computing
605,226971,Jianbo Shi|Timothée Cour,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/cour07a.html,oa,,journals/jmlr/CourS07,2019-05-29,,,,,75-82,,,,Solving Markov Random Fields with Spectral Relaxation.,,,db/journals/jmlr/jmlrp2.html#CourS07,,2007,Holger Class|Michael McNamee,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Computational complexity|Artificial intelligence|Robotics,accept,Dolore sed quaerat quiquia.,reject,Adipisci velit sit ut ut ipsum.,Full Paper,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
606,226974,Daniel M. Roy 0001|Eric Jonas|Joshua B. Tenenbaum|Vikash Mansinghka 0001,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/mansinghka09a.html,oa,,journals/jmlr/MansinghkaRJT09,2022-04-20,,,,,400-407,,,,Exact and Approximate Sampling by Systematic Stochastic Search.,,,db/journals/jmlr/jmlrp5.html#MansinghkaRJT09,,2009,Wolfgang Effelsberg|Norbert Th. Müller,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Quantum computing|Cloud computing|Algorithm analysis,reject,Velit etincidunt numquam voluptatem eius.,accept,Etincidunt modi est labore.,Demo Paper,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
607,226977,Gavin C. Cawley,,,WCCI Causation and Prediction Challenge,,,,conf/wcci/2008cpc,,,http://proceedings.mlr.press/v3/cawley09a.html,oa,,journals/jmlr/Cawley08,2019-05-29,,,,,107-128,,,,Causal and Non-Causal Feature Selection for Ridge Regression.,,,db/journals/jmlr/jmlrp3.html#Cawley08,,2008,Philip J. Langlais|Juliana Montoya Ardila,Ajit P. Singh|Loizos Michael|Ben Taskar|Leonor Becerra-Bonache|Teresa A. Zimmers,Computer vision|Human-computer interaction|Computational complexity|Computer networks,Workshop,Leonor Becerra-Bonache,Robotics|Natural language processing,reject,Etincidunt sed eius adipisci eius.,reject,Dolor ut non dolor consectetur ut quiquia.,Poster,Computer graphics|High-performance computing|Cryptography
608,226980,Seungjin Choi|Sunho Park,,,ACML,,,,conf/acml/2010,,,http://proceedings.mlr.press/v13/park10a.html,oa,,journals/jmlr/ParkC10,2019-05-29,,,,,95-110,,,,Hierarchical Gaussian Process Regression.,,,db/journals/jmlr/jmlrp13.html#ParkC10,,2010,Ritesh G. Menezes|Mathieu Bouville,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Rong-Bing Chiu,Cryptography|Computer networks,reject,Est est sit quaerat.,accept,Est consectetur porro non magnam dolorem est tempora.,Demo Paper,Computer networks|Information theory|High-performance computing|Computer vision
609,226986,Jane de Winter|John Smith Jones|Peter Grünwald|Élouise Smith,,,COLT,,,,conf/colt/2011,,,http://proceedings.mlr.press/v19/grunwald11a/grunwald11a.pdf,oa,,journals/jmlr/GrunwaldJWS11,2019-05-29,,,,,397-420,,,,"Safe Learning: bridging the gap between Bayes, MDL and statistical learning theory via empirical convexity.",,,db/journals/jmlr/jmlrp19.html#GrunwaldJWS11,,2011,Rob A. van der Sandt|Flordeliz Bugarin,Jean-Yves Audibert|Michelle Pham|Michael Fink 0002|Verónica Romero 0001|Zsolt Minier,Computer graphics|Artificial intelligence|Machine learning,Expert Group,Jean-Yves Audibert,Computer vision|Computer graphics,accept,Ut dolorem labore tempora porro est velit.,accept,Voluptatem non amet non tempora.,Demo Paper,Cloud computing|Cybersecurity|Algorithm analysis|Computer vision|Computer graphics
610,226989,Dacheng Tao|Jun Li 0010,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/li10b.html,oa,,journals/jmlr/LiT10,2019-05-29,,,,,453-460,,,,Simple Exponential Family PCA.,,,db/journals/jmlr/jmlrp9.html#LiT10,,2010,Bram Vanderborght|Sabrina Engel-Glatter,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Big data,accept,Voluptatem numquam quisquam consectetur velit quiquia.,accept,Porro quaerat modi quaerat velit etincidunt.,Poster,Computer vision|Robotics|Cloud computing|Algorithm analysis
611,226993,Mans Hulden,,,ICGI,,,,conf/icgi/2012,,,http://proceedings.mlr.press/v21/hulden12a.html,oa,,journals/jmlr/Hulden12,2019-05-29,,,,,249-253,,,,Treba: Efficient Numerically Stable EM for PFA.,,,db/journals/jmlr/jmlrp21.html#Hulden12,,2012,Ewald Lang|Catherine D'Ignazio,Tuo Zhao|Andrea Malizia|Tong Zhang 0001,Machine learning|Information theory|Computer graphics|Cybersecurity|Cryptography,Expert Group,Tuo Zhao,Computer graphics|Robotics|Computational complexity,accept,Sit porro ut magnam non quaerat modi numquam.,reject,Etincidunt quisquam quisquam adipisci neque dolore neque etincidunt.,Full Paper,Cybersecurity|Cloud computing|Big data|Artificial intelligence
612,226994,Akihiro Yamamoto|Mahito Sugiyama,,,ACML,,,,conf/acml/2010,,,http://proceedings.mlr.press/v13/sugiyama10b.html,oa,,journals/jmlr/SugiyamaY10a,2019-05-29,,,,,127-143,,,,The Coding Divergence for Measuring the Complexity of Separating Two Sets.,,,db/journals/jmlr/jmlrp13.html#SugiyamaY10a,,2010,Anders Braarud Hanssen|Brigitte Bläser,Arnaud Doucet|Yener Ülker|Rong-Bing Chiu,Artificial intelligence|Computer vision|Cryptography,Workshop,Yener Ülker,Computational complexity|High-performance computing,reject,Numquam quiquia non labore eius dolorem.,reject,Neque est quisquam numquam est.,Full Paper,Computer networks|Information theory|High-performance computing|Computer vision
613,227000,Fares Hedayati|Peter L. Bartlett,,,AISTATS,,,,conf/aistats/2012,,,http://proceedings.mlr.press/v22/hedayati12.html,oa,,journals/jmlr/HedayatiB12,2019-05-29,,,,,504-510,,,,Exchangeability Characterizes Optimality of Sequential Normalized Maximum Likelihood and Bayesian Prediction with Jeffreys Prior.,,,db/journals/jmlr/jmlrp22.html#HedayatiB12,,2012,Hui Lu|Birgit Wendholt,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Robotics|Computational complexity|Human-computer interaction,accept,Dolorem sit dolorem neque amet neque.,reject,Ut etincidunt velit quisquam modi non aliquam quiquia.,Short Paper,Distributed computing|Machine learning|Computer networks|Cloud computing|Information theory
614,227001,Alexander R. Statnikov|André Elisseeff|Constantin F. Aliferis|Gregory F. Cooper|Isabelle Guyon|Jean-Philippe Pellet|Peter Spirtes,,,WCCI Causation and Prediction Challenge,,,,conf/wcci/2008cpc,,,http://proceedings.mlr.press/v3/guyon08a.html,oa,,journals/jmlr/GuyonACEPSS08,2019-05-29,,,,,1-33,,,,Design and Analysis of the Causation and Prediction Challenge.,,,db/journals/jmlr/jmlrp3.html#GuyonACEPSS08,,2008,Cinnamon S. Bloss|Juliana Montoya Ardila,Ajit P. Singh|Loizos Michael|Ben Taskar|Leonor Becerra-Bonache|Teresa A. Zimmers,Computer vision|Human-computer interaction|Computational complexity|Computer networks,Workshop,Leonor Becerra-Bonache,Computer vision|Information theory|High-performance computing,accept,Sed dolorem amet voluptatem dolor neque ipsum dolorem.,accept,Numquam non numquam porro.,Demo Paper,Computer graphics|High-performance computing|Cryptography
615,227007,Dilan Görür|Katherine A. Heller|Yee Whye Teh,,,AISTATS,,,,conf/aistats/2009,,,http://proceedings.mlr.press/v5/heller09a.html,oa,,journals/jmlr/HellerTG09,2019-05-29,,,,,224-231,,,,Infinite Hierarchical Hidden Markov Models.,,,db/journals/jmlr/jmlrp5.html#HellerTG09,,2009,Vedran Katavic|Martin Luckow,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Steven R. Smith,Distributed computing|Quantum computing,accept,Dolore modi aliquam labore magnam quaerat.,reject,Sed magnam porro ipsum est numquam.,Short Paper,Robotics|Human-computer interaction|Natural language processing|Quantum computing|Big data
616,227012,Borja Balle|Jorge Castro|Ricard Gavaldà,,,ICGI,,,,conf/icgi/2012,,,http://proceedings.mlr.press/v21/balle12a.html,oa,,journals/jmlr/BalleCG12,2019-05-29,,,,,34-48,,,,Bootstrapping and Learning PDFA in Data Streams.,,,db/journals/jmlr/jmlrp21.html#BalleCG12,,2012,Aamir Raoof Memon|Beniamino Di Martino,Tuo Zhao|Andrea Malizia|Tong Zhang 0001,Machine learning|Information theory|Computer graphics|Cybersecurity|Cryptography,Expert Group,Tuo Zhao,Natural language processing|Deep learning|Distributed computing,accept,Ut neque sed etincidunt magnam aliquam.,accept,Adipisci labore numquam consectetur consectetur dolore voluptatem amet.,Poster,Cybersecurity|Cloud computing|Big data|Artificial intelligence
617,227017,David Barber|Thomas Furmston,,,AISTATS,,,,conf/aistats/2010,,,http://proceedings.mlr.press/v9/furmston10a.html,oa,,journals/jmlr/FurmstonB10,2019-05-29,,,,,241-248,,,,Variational methods for Reinforcement Learning.,,,db/journals/jmlr/jmlrp9.html#FurmstonB10,,2010,Dan McArthur|Rafi Rashid,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Robotics|Computer vision|Big data,reject,Est aliquam non non quisquam amet.,accept,Eius numquam consectetur non etincidunt porro adipisci.,Demo Paper,Computer vision|Robotics|Cloud computing|Algorithm analysis
618,227018,Michael I. Jordan|Romain Thibaux,,,AISTATS,,,,conf/aistats/2007,,,http://proceedings.mlr.press/v2/thibaux07a.html,oa,,journals/jmlr/ThibauxJ07,2019-05-29,,,,,564-571,,,,Hierarchical Beta Processes and the Indian Buffet Process.,,,db/journals/jmlr/jmlrp2.html#ThibauxJ07,,2007,Dirk Frosch|Thomas Burger,Patricia H. Werhane|Rainer Bäuerle|Steven R. Smith,Quantum computing|Machine learning|Cloud computing|Robotics|Computer vision,Expert Group,Patricia H. Werhane,Artificial intelligence|Computer vision|Distributed computing,accept,Quisquam sit ipsum sit.,reject,Velit voluptatem porro labore amet ut.,Demo Paper,Artificial intelligence|Human-computer interaction|Robotics|Information theory|Cybersecurity
