rownum,id,author,author-aux,author-orcid,booktitle,cdate,cdrom,cite,cite-label,crossref,editor,editor-orcid,ee,ee-type,i,journal,key,mdate,month,note,note-label,note-type,number,pages,publisher,publnr,publtype,sub,sup,title,title-bibtex,tt,url,volume,year,reviewers,editors,journal_keywords,supervisor,paper_keywords,decison_reviewer_0,review_reviewer_0,decison_reviewer_1,review_reviewer_1,paper_type,volume_keywords
503,505,Christian Stangier|Ulrich Holtmann,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-29,2017-06-08,,,,,,,,,informal,,,Applying Formal Verification with Protocol Compiler,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 99-29",1999,Jessica Morley|Angie A. Kehagia,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Cloud computing|Machine learning|Natural language processing,accept,Porro modi numquam quisquam magnam ipsum.,reject,Dolorem magnam adipisci quiquia etincidunt.,Full Paper,Robotics|Quantum computing|Deep learning|Data mining|Natural language processing
504,506,Tim Voetmann,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI01-17,2017-06-08,,,,,,,,,informal,,,On Regularisation of Nonconvex Problems,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 01-17",2001,Amos K. Laar|William J. Frey,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Computer networks|Computational complexity|Quantum computing|Deep learning,accept,Est quaerat est porro labore dolore etincidunt numquam.,reject,Neque adipisci etincidunt dolor adipisci modi dolorem.,Short Paper,Quantum computing|Cryptography|Computational complexity
505,507,Stasys Jukna,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI94-06,2017-06-08,,,,,,,,,informal,,,Finite Limits and Lower Bounds for Circuits Size,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 94-06",1994,Bo Brinkman|Jesse Engebretson,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Stefan Lautenbacher,Computational complexity|Cloud computing|Human-computer interaction|High-performance computing|Computer vision,reject,Amet dolorem neque labore amet.,accept,Ut dolor quisquam eius adipisci.,Demo Paper,Big data|Computer graphics|Cryptography|Robotics|Human-computer interaction
506,508,Carsten Damm,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-20,2017-06-08,,,,,,,,,informal,,,On Alternating vs. Parity Communication Complexity,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 98-20",1998,B. Tyr Fothergill|Enrica Marchigiani,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Shiau Hong Lim,Distributed computing|High-performance computing|Natural language processing|Deep learning|Cloud computing,reject,Voluptatem labore labore tempora sed ipsum labore porro.,reject,Est magnam dolore eius porro sit.,Demo Paper,Data mining|Human-computer interaction|Robotics|Cryptography
507,509,Harald Luschgy|Siegfried Graf 0001,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-03,2023-01-06,,,,,,,,,informal,,,Quantization for Probability Measures in the Prohorov Metric,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 02-03",2002,Philip Brey|Carl Mitcham,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Shiau Hong Lim,Computer networks|Algorithm analysis|Artificial intelligence,reject,Porro adipisci quaerat tempora est numquam sit.,accept,Aliquam non numquam non labore magnam.,Demo Paper,Machine learning|Distributed computing|Computer networks|Computer graphics|Information theory
508,510,Helmut Seidl,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-05,2017-06-08,,,,,,,,,informal,,,Fast and Simple Nested Fixpoints,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 96-05",1996,Matko Marusic|Hagit Keysar,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Information theory|Data mining|Natural language processing|Cryptography,reject,Quaerat modi aliquam ut voluptatem quaerat quiquia.,accept,Labore sed ipsum aliquam dolorem quisquam labore.,Short Paper,Human-computer interaction|Algorithm analysis|Computer vision|Computational complexity
509,511,Christoph Meinel|Harald Sack,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-28,2017-06-08,,,,,,,,,informal,,,Xor-OBDDs - a BDD Structure for Probabilistic Verification,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 98-28",1998,Albert Maier|Mladen Petrovecki,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Stefan Lautenbacher,Natural language processing|Quantum computing|Artificial intelligence,accept,Porro quiquia sed ut.,accept,Quiquia neque labore aliquam.,Demo Paper,Algorithm analysis|Computer vision|Artificial intelligence
510,512,Peter Gritzmann|Thomas Burger,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI96-08,2017-06-08,,,,,,,,,informal,,,Polytopes in Combinatorial Optimization,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 96-08",1996,Andreas Neumann 0001|Volker Klotz,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Stefan Lautenbacher,Machine learning|Human-computer interaction|Deep learning|Computer networks,reject,Aliquam tempora quaerat etincidunt.,accept,Ipsum neque amet quisquam quaerat aliquam non.,Full Paper,Machine learning|Computational complexity|Cybersecurity
511,513,Christoph Meinel|Mikail Gevantmakher,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI04-03,2017-06-08,,,,,,,,,informal,,,Medizinische Bildverarbeitung - eine Übersicht,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 04-03",2004,Justin L. Hess|Helmut Seidl,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Stefan Lautenbacher,High-performance computing|Big data|Cryptography,reject,Dolorem ut numquam ut voluptatem amet.,accept,Quaerat quiquia consectetur magnam porro ut.,Short Paper,Computational complexity|Deep learning|Cryptography
512,514,C. T. Kelley|Ekkehard W. Sachs,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-07,2017-06-08,,,,,,,,,informal,,,Local Convergence of the Symmetric Rank-One Iteration,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 95-07",1995,Niklas Ellerich-Groppe|Matthew J. Brown,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Computer networks|Computer graphics|Distributed computing,reject,Non ut ipsum tempora.,accept,Adipisci dolor ipsum adipisci ut aliquam.,Short Paper,Information theory|Machine learning|Human-computer interaction|Artificial intelligence
513,515,Carsten Damm|Markus Holzer 0001|Peter Rossmanith,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI95-01,2017-06-08,,,,,,,,,informal,,,Expressing Uniformity via Oracles,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 95-01",1995,Kathryn J. Boor|Markus Christen,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Natural language processing|Cybersecurity|Deep learning,accept,Quaerat sed tempora ut.,reject,Sit ipsum dolore sed etincidunt consectetur velit ut.,Full Paper,Machine learning|Computer graphics|Cryptography|Artificial intelligence
514,516,Friedemann Leibfritz,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-01,2017-06-08,,,,,,,,,informal,,,Computational Design of Stabilizing Static Output Feedback Controllers,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 99-01",1999,Gerd Kortüm|Dorthie Cross,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Shiau Hong Lim,Robotics|Quantum computing|Algorithm analysis|Data mining,accept,Sed voluptatem neque consectetur est.,reject,Dolor numquam est amet sed sed.,Short Paper,Machine learning|Robotics|Cloud computing|Cryptography
515,517,Lothar Breuer,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-06,2017-06-08,,,,,,,,,informal,,,A Piecewise-Deterministic Model for Brownian Motion,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 02-06",2002,Freida Ozavize Ayodele|Matthew A. Butkus,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Quantum computing|Computer networks|Machine learning,accept,Tempora quiquia velit dolore consectetur.,reject,Aliquam magnam consectetur adipisci.,Full Paper,Cybersecurity|Quantum computing|Information theory
516,518,Christoph Meinel|Michael Schmitt 0002,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI03-06,2017-06-08,,,,,,,,,informal,,,Design and Implementation of a PHP-based Web Server for the Tele-Lab IT Security,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 03-06",2003,Ilja L. Bongers|Sandra L. Titus,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Computer graphics|Data mining|Cryptography|Deep learning|Big data,reject,Dolore sed labore dolore.,reject,Non numquam magnam velit velit neque.,Full Paper,Machine learning|Data mining|Human-computer interaction
517,519,Lothar Breuer,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI01-10,2017-06-08,,,,,,,,,informal,,,On the GI/G/k Queue with Lebesgue-Dominated Inter-Arrival Time Distribution,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 01-10",2001,Shlomo Mark|Michael Davis 0002,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Stefan Lautenbacher,Quantum computing|Distributed computing|Computer graphics,accept,Porro magnam modi aliquam est dolor consectetur.,reject,Dolorem ut velit quisquam ipsum.,Full Paper,Distributed computing|Quantum computing|Natural language processing|Computational complexity
518,520,Richard Rödler,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-15,2017-06-08,,,,,,,,,informal,,,A Phase Space Model for Spatial BMAPs,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 98-15",1998,Rudi Studer|Thomas Erlebach,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Shiau Hong Lim,Distributed computing|Computer vision|Cryptography,reject,Consectetur sit etincidunt aliquam modi eius quiquia tempora.,accept,Sit est modi tempora.,Full Paper,Natural language processing|Computer vision|Deep learning|Machine learning|Computational complexity
519,521,Anna Slobodová|Christian Stangier|Christoph Meinel|Gianpiero Cabodi|Harald Sack|Stefano Quer,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI98-22,2017-06-08,,,,,,,,,informal,,,Binary Decision Diagrams and the Multiple Variable Order Problem,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 98-22",1998,Mei Lan Fang|Dieter Baum,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Cryptography|Cloud computing|Machine learning|Quantum computing,accept,Etincidunt est labore tempora porro.,accept,Velit etincidunt labore neque non eius sit.,Demo Paper,Cybersecurity|Computer vision|Computer networks|Quantum computing
520,522,Ditmar Erdmann,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI03-02,2017-06-08,,,,,,,,,informal,,,A New Proof of the Beckenbach Inequalities,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 03-02",2003,Cristina Pop 0002|Karem H. Alzoubi,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Distributed computing|Information theory|Computational complexity|Computer graphics,accept,Dolor adipisci aliquam amet.,accept,Quaerat non est neque porro numquam non.,Short Paper,Algorithm analysis|Information theory|Data mining|Big data
521,523,Michael Ruvimovich Davidson,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI97-26,2019-08-20,,,,,,,,,informal,,,Primal-Dual Contraint Aggregation Method in Multistage Stochastic Programming,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 97-26",1997,Ramesh Holla|Mehmet Aközer,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Stefan Lautenbacher,Quantum computing|Cryptography|Cybersecurity,accept,Sit porro sit quaerat velit sed numquam.,accept,Porro ipsum velit numquam dolorem.,Full Paper,Big data|Natural language processing|Computational complexity
522,524,Peter Dierolf|Volker Schmidt,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI93-13,2017-06-08,,,,,,,,,informal,,,A Pre-Dual for the Convolution Algebra D'(Gamma+),,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 93-13",1993,Frances S. Grodzinsky|Fumihiko Tochinai,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Sean Valles,Quantum computing|Data mining|Computer networks|Computational complexity|Cloud computing,reject,Sit dolor voluptatem velit neque.,reject,Amet consectetur quaerat quisquam eius ipsum porro.,Demo Paper,Computer networks|Machine learning|Computer vision|Computational complexity
523,525,Dimitri Efrosinin|Lothar Breuer|Vladimir Rykov,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI02-11,2017-06-08,,,,,,,,,informal,,,An Optimization Algorithm for the MAP/PH/K Queue with Heterogeneous Servers,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 02-11",2002,Varmo Vene|Cetin Ozbutun,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Stefan Lautenbacher,Quantum computing|Human-computer interaction|Computer vision,accept,Est adipisci tempora modi.,accept,Labore etincidunt ut voluptatem numquam.,Full Paper,Computer graphics|Computer networks|Cybersecurity
524,526,Martin Mundhenk,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-21,2017-06-08,,,,,,,,,informal,,,Propositional Proofs and Their Complexity,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 99-21",1999,Ruyin Long|Siome Goldenstein,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Shiau Hong Lim,Natural language processing|Computer vision|Distributed computing|High-performance computing,reject,Numquam consectetur porro dolor labore eius tempora dolorem.,accept,Dolorem numquam ut consectetur porro.,Short Paper,Cryptography|Artificial intelligence|Quantum computing|Robotics|Machine learning
525,527,Christopher Lusena|Judy Goldsmith|Martin Mundhenk,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI00-12,2017-06-08,,,,,,,,,informal,,,Nonapproximability Results for Partially Observable Markov Decision Processes,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 00-12",2000,Erika Spuchlakova|Michele Farisco,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Stefan Lautenbacher,Robotics|Human-computer interaction|Natural language processing|Big data,reject,Tempora consectetur quiquia sed dolorem.,accept,Neque voluptatem ut amet dolor magnam velit consectetur.,Short Paper,Information theory|Data mining|Algorithm analysis
526,528,Lothar Breuer,,,,,,,,,,,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht",tr/trier/MI99-04,2017-06-08,,,,,,,,,informal,,,Spatial Queues with Infinitely Many Servers,,,,"Universität Trier, Mathematik/Informatik, Forschungsbericht 99-04",1999,William Bülow|Lucas Regner,Shiau Hong Lim|Stefan Lautenbacher|Sean Valles,Distributed computing|High-performance computing|Natural language processing,Stefan Lautenbacher,Quantum computing|Distributed computing|Deep learning,reject,Adipisci tempora ut magnam quaerat non numquam.,accept,Porro sed porro quisquam est.,Full Paper,Algorithm analysis|Natural language processing|Human-computer interaction
